cast_id,character,credit_id,gender,cast_id,name,order,profile_part
4,Major General Ross,52fe48f0c3a368484e112d0f,2,71248,James Laurenson,3,/fW9gq3GzJGjICmTIgmzzGQ4fQyz.jpg
5,Wellington,52fe48f0c3a368484e112d13,2,6571,Hugh A. Robertson,4,
6,Brand,52fe48f0c3a368484e112d17,2,2983,Mark Strong,5,/tr8nXYhY1ZWGmsXuHFHk6MBeL9Q.jpg
7,Daniel Hagman,52fe48f0c3a368484e112d1b,0,390552,John Tams,6,
2,Bobby,52fe4462c3a368484e01fe97,2,2683,Glenn Plummer,0,/s0Dwke7OKL8Yhk2WalJm4ntP51A.jpg
3,Ray Ray,52fe4462c3a368484e01fe9b,2,92658,Byron Minns,1,/yKsLM5Nnp7jl7i30CKcDe7BNHv8.jpg
4,Bear,52fe4462c3a368484e01fe9f,0,9783,Lexie Bigham,2,
5,Loco,52fe4462c3a368484e01fea3,2,543589,Vincent Craig Dupree,3,/8Q0mkiiml1j1Q910FT72TlG94Ty.jpg
6,Carole,52fe4462c3a368484e01fea7,1,156253,LaRita Shelby,4,/yWuBpAGsFCIIWJR5eAB8o0n352A.jpg
2,Juliette,52fe449ac3a36847f809fabd,1,5470,Kristin Scott Thomas,0,/9zBXGGcUBi7DnulKcFPCAdwrKY0.jpg
3,Léa,52fe449ac3a36847f809fac1,1,39195,Elsa Zylberstein,1,/bw1bIuyfyOyxRlx2qIKk4AwQLTU.jpg
4,Luc,52fe449ac3a36847f809fac5,2,54274,Serge Hazanavicius,2,/simutC3SfCKDrVK0K4VL7gxm0w6.jpg
5,Mère,52fe449ac3a36847f809fac9,1,54275,Claire Johnston,3,/xTTYpI9aGCurrpXhmlLz4MaPPQu.jpg
6,Capitaine Fauré,52fe449ac3a36847f809facd,2,9005,Frédéric Pierrot,4,/7tdnvy2cLeohbF7p4RnpzHKG8u2.jpg
7,Michel,52fe449ac3a36847f809fad1,2,20772,Laurent Grévill,5,/vk6M52c01EZTjuWIfh5G0iuo9bD.jpg
8,P'tit Lys,52fe449ac3a36847f809fad5,0,54276,Lise Ségur,6,
9,Papy Paul,52fe449ac3a36847f809fad9,0,54277,Jean-Claude Arnaud,7,
10,Samir,52fe449ac3a36847f809fadd,0,54278,Mouss,8,
11,Kaisha,52fe449ac3a36847f809fae1,0,54279,Souad Mouchrik,9,
12,Conseillère d'insertion,52fe449ac3a36847f809fae5,1,54280,Catherine Hosmalin,10,/l0CaY48y1OY4BfnNIIVEZfJP8vf.jpg
13,Gérard,52fe449ac3a36847f809fae9,2,54281,Olivier Cruveiller,11,/dVOEed92abUyTlo9fBSt2ZHhSul.jpg
14,Emilia,52fe449ac3a36847f809faed,0,54282,Lily-Rose,12,
25,DRH hôpital,56606df1c3a36875f400392b,0,1175834,Nicole Dubois,13,
26,Directeur hôpital,56606ed292514179060038ab,0,51105,Laurent Claret,14,/1QTTwXBKWbrQBnkjoDFwBBkxxM3.jpg
27,Jeune inspecteur,56606f33c3a36875e0003ff9,0,1420366,Jérémie Covillault,15,/bHmCc5rka8SGufTOqYI98LW2xEx.jpg
28,Monsieur Dupuis,56606f87925141790c0038e8,0,185270,Bruno Raffaelli,16,/gDA4xqgsUjt8pUC1XI58bNIle9T.jpg
29,L'homme du bar,56606fb99251412204002a3a,0,1033622,Pascal Demolon,17,/o5zw4UUxmO9Jo5st5lkAohNqOYQ.jpg
30,Emelia (voice) (uncredited),566070e49251412204002a76,0,78906,Bryce Hitchcock,18,/sna9W0EzdcXKqkSPvVh30R8ZTCp.jpg
2,Danneel,5590393cc3a3685d45002db8,1,20089,Jena Malone,1,/5tmHa5Qz31TKsXIsEB12ZfWQoTX.jpg
3,Punchy,55903951c3a36824710011f7,2,3266,Joe Mantegna,2,/vd83KyKwcNrxd6EDcezGv16xhsL.jpg
4,Nir Zir,5590396ec3a3684e6e001ab5,2,55257,Adam Arkin,3,/zCLaZZMQxBMZ4DtXOecy84xnO2g.jpg
5,H-Wood,5590398fc3a3685cf9002daf,2,21403,Thomas Ian Nicholas,4,/tYiQ6Ift5S8ZVeWQ8f7CJnQLkT.jpg
6,Chelsea,559039a89251414508000f17,1,130782,Jessica Szohr,5,/5iC0NLPVFZzVlHrSyFSN85mlIT.jpg
7,Jake,559e7abbc3a368080c00170e,0,578735,JT Alexander,6,
8,Easton,559e7accc3a36808200016f3,0,1485722,Damon Alexander,7,
9,Donny,57674e3e9251416587000c65,2,2839,Brendan Sexton III,8,/6FQQaxz4AVdUqYjuDn7vzzz71CU.jpg
10,Melville,57674e5fc3a3683f71000917,2,53257,Emilio Rivera,9,/a69U3LaQXYn97lpn0LoATaTC5cc.jpg
11,Amir,57674e6a925141655a000ce8,2,203086,Amir Talai,10,/srxTWgHM68erYRK3Vr02MLyR7Se.jpg
12,Jayson,57674e979251412ae500049a,2,1566455,Justin Hires,11,/oXSmmnpAMFpylDXGpVtX1xrThXo.jpg
13,Officer Hanna,57674ea89251412ae500049e,2,73127,Joseph Julian Soria,12,/q86EirhxSYY3RGtlR0tOXIBwFUx.jpg
1,Charlie Carbone,52fe43989251416c750167c7,2,3035,Jerry O'Connell,0,/hkEBKk79L0ptmxGTng0v6X7Lzws.jpg
2,Louis Booker,52fe43989251416c750167cb,2,18471,Anthony Anderson,1,/xcMJimUAcQJGCSw25je1TLMy8rC.jpg
3,Jessie,52fe43989251416c750167cf,1,13241,Estella Warren,2,/caPXsOraCQ5DEGCFrIdZKJyLnXX.jpg
4,Salvatore 'Sal' Maggio,52fe43989251416c750167d3,2,4690,Christopher Walken,3,/ysO1GwRzLT9OVAB9Y2SKHxomqDr.jpg
20,Frankie Lombardo,54457d040e0a2663300085c7,2,335,Michael Shannon,4,/5yGCJ6znHM96zTfW2LNP6uPPDCZ.jpg
5,Mr. Smith,52fe43989251416c750167d7,2,20982,Marton Csokas,5,/g36Ydyv0YbwXLOQ2KzGjFfkCDo1.jpg
6,Anna Carbone,52fe43989251416c750167db,1,40403,Dyan Cannon,6,/izkeTrXplwngcqgUhBBvepn7kbT.jpg
21,Lola,52fe4555c3a36847f80c842d,1,12139,Lolita Davidovich,0,/vQlk518qlef94XXJqtrkIqS3izo.jpg
22,Geert,52fe4555c3a36847f80c8431,2,28846,Alexander Skarsgård,1,/dMKGWNQMkG7KXQOddguThAJyQWt.jpg
23,Katherine,52fe4555c3a36847f80c8435,1,35551,Julie Benz,2,/3ymRPOitD5IKXZgDLoy8FLRGQCn.jpg
24,Dr. Bangley,52fe4555c3a36847f80c8439,2,14101,John Larroquette,3,/2JCgM1nqdxZUQv1qsE3BJu4fnRr.jpg
25,Stevens,52fe4555c3a36847f80c843d,2,19974,Greg Germann,4,/6k9VrbAAcIcISGwSMRUtYEGdYFK.jpg
26,Erik,52fe4555c3a36847f80c8441,0,61283,Andreas Wilson,6,/6EDxIge8r0NGzmGGboMoHeKVpY3.jpg
28,Officer Jones,52fe4555c3a36847f80c8445,2,2137,Benito Martinez,7,/a48HN0oeXQsqzsTsEnrvqt30570.jpg
29,Rock,52fe4555c3a36847f80c8449,2,47879,John Savage,8,/4cNKdr2E2gAvAjjydcwJGscoBsD.jpg
30,Ella Toscana,52fe4555c3a36847f80c844d,1,33716,Terry Moore,9,/mRguAIk7FESWzNsmBb2GCuWHVl9.jpg
31,Sunshine,52fe4555c3a36847f80c8451,1,20815,Skye McCole Bartusiak,10,/PzzuSKm7fSjBI1sH0gWGqbyCZU.jpg
32,Rob Wolfton,52fe4555c3a36847f80c8455,2,61286,Scott Williamson,11,
33,Susan,52fe4555c3a36847f80c8459,1,61285,Michelle Bonilla,12,/4XOtQ6YTL3Hiy1D1aV9CamdqoRO.jpg
34,Meadow,52fe4555c3a36847f80c845d,1,18290,Ashlyn Sanchez,13,/flE8FT2vKQDCHp1C3sTB17bZQEg.jpg
35,Erik's Father,52fe4555c3a36847f80c8461,2,1640,Stellan Skarsgård,14,/hjWdhX7zEI0DkF7gA4hcEVcYCZl.jpg
36,Dr. Ein,52fe4555c3a36847f80c8465,2,16184,Don Stanton,15,
37,Dr. Zwei,52fe4555c3a36847f80c8469,2,16185,Dan Stanton,16,
38,Cowgirl Bouncer,52fe4555c3a36847f80c846d,1,61288,Cheryl Hawker,17,
39,Lou,52fe4555c3a36847f80c8471,2,61287,Michael Cutt,18,
40,Bud,52fe4555c3a36847f80c8475,2,61289,Hal Havins,19,
41,Omar,52fe4555c3a36847f80c8479,2,57012,Fares Fares,20,/vUrgFSDx8QIh1nNYJ0GMW1GUf17.jpg
2,Montague L. 'Monty' Brewster,52fe464bc3a36847f80f7047,2,88462,Dennis O'Keefe,0,/uTu2E94CyTJuXnr8UWcVRzNkMqo.jpg
3,Peggy Gray,52fe464bc3a36847f80f704b,1,83475,Helen Walker,1,/tnhcLKm88FHLQzOp4brAJvqzXKA.jpg
4,Trixie Summers,52fe464bc3a36847f80f704f,1,41255,June Havoc,2,/7jzXcoZ3GJdC0N5nxt8uGaarVKc.jpg
5,Jackson,52fe464bc3a36847f80f7053,0,98571,Eddie 'Rochester' Anderson,3,/zHuKGgQyNUKSX5elFdef0lG9QoS.jpg
6,Barbara Drew,52fe464bc3a36847f80f7057,1,98574,Gail Patrick,4,/slrbcxt2O7yoq5cZ6r9cdIAi3YB.jpg
7,Mikhail Mikhailovich,52fe464bc3a36847f80f705b,2,39801,Mischa Auer,5,/qeOEHGEThuu7y9spmH60GdkdTUF.jpg
8,Mrs. Gray,52fe464bc3a36847f80f705f,1,88461,Nana Bryant,6,/iZBZsi9gAFIBEB6QPi4Pfb7jGiE.jpg
9,Swearengen Jones,52fe464bc3a36847f80f7063,2,16766,John Litel,7,/gNVDkPOHfy41BCj699EacFtGzIN.jpg
10,Hacky Smith,52fe464bc3a36847f80f7067,0,3341,Joe Sawyer,8,/7waP4U3fOYpqUr8jJd4qAvgWWqK.jpg
11,Mr. Grant,52fe464bc3a36847f80f706b,2,27733,Neil Hamilton,9,/zbSm4kPqVZM2JB6ph7eQsZVsnQP.jpg
2,Lylah Clare / Elsa Brinkmann / Elsa Campbell,52fe49a09251416c910b382f,1,5729,Kim Novak,0,/uTxpa6y6nKo2nfpOP4zsR6abLdi.jpg
3,Lewis Zarken / Louie Flack,52fe49a09251416c910b3833,2,29903,Peter Finch,1,/dQ7jYlTq05FckFujavbEba4rlQK.jpg
4,Barney Sheean,52fe49a09251416c910b3837,2,7502,Ernest Borgnine,2,/9NplAYSm1kTYgO8ByNLzKctqa05.jpg
5,Countess Bozo Bedoni,52fe49a09251416c910b383b,1,24499,Valentina Cortese,3,/dp4DfS9wO2cmaHWsmPNC7cHPTOM.jpg
6,Mark Peter Sheean,52fe49a09251416c910b383f,2,4776,Michael Murphy,4,/ebbKhFgIHugUywSL5udMFNfRxvQ.jpg
7,Young Girl,52fe49a09251416c910b3843,1,16108,Lee Meriwether,5,/yw9ukQSCxjEAvViNUCxUyQnmWwj.jpg
25,Bart Langner,53b510e00e0a2676cb001d33,2,101901,Milton Selzer,6,/104NuoOSNK1pDgCgUjYqP2jsqNF.jpg
26,Rossella,53b5110b0e0a2676bb001d7d,0,5684,Rossella Falk,7,/acyIHzPCYELbC9coAXYzgsoNRYN.jpg
27,Paolo,53b511c70e0a2676bb001da2,2,31991,Gabriele Tinti,8,/gxk5AeoGvkYV1pIXe2Jrk39W4xV.jpg
28,Becky Langner,53b5124e0e0a2676c4001e02,0,1336837,Jean Carroll,9,
30,Molly Luther,53b5131b0e0a2676bb001dda,1,87513,Coral Browne,11,/nbUOn9NZSZFizwo1bB86OIKioeY.jpg
31,Mike,53b513630e0a2676d3001d9e,2,2647,Robert Ellenstein,12,/hOyTZHJx2ZrbsQusSHsfEolORv0.jpg
32,Script Girl,53b513980e0a2676cf001d7d,1,5738,Ellen Corby,13,/3oBJ4HH5z7FspFMxOTUe1eBzoIA.jpg
33,Matt Burke (uncredited),53cd47f7c3a3687761002d02,2,12950,George Kennedy,14,/vNYRh8f0QuA2eK8ahKftOBxtDN7.jpg
34,Reporter at Press Party (uncredited),53cd4826c3a3687764002c6c,2,102441,Dick Miller,15,/c2lakgh0bCckVoDxDplqTvMLVZ4.jpg
2,Little Jimmy,52fe4d23c3a36847f82508bd,2,63311,Shaun Evans,0,/yzjjHiXUylhvXEksB0591PXBrJP.jpg
3,Little Freddie,52fe4d23c3a36847f82508c1,2,2524,Tom Hardy,1,/4CR1D9VLWZcmGgh4b6kKuY2NOel.jpg
4,Maggie,52fe4d23c3a36847f82508c5,1,115679,Charlotte Riley,2,/pkiZKysfb0oXvaBBm6zWQkWSvVu.jpg
5,Jackie,52fe4d23c3a36847f82508c9,1,8309,Kierston Wareing,3,/jJMd0s6Hy2JMAl8IEWW1J5KmFx7.jpg
6,Lena,52fe4d23c3a36847f82508cd,1,192933,Margot Leicester,4,/M2PEeYUdkrd4VjI1D0lsHbiG8t.jpg
7,,568441b5c3a36836280002c7,2,1248,Brian Cox,5,/m15C58NWii5WCIg57Llr7hejnfy.jpg
8,,568441bd9251414ecb00a1cb,0,939,David Schofield,6,/fN64rPih5p4OdbrpX22QURjRUg7.jpg
9,Patricia,588cd3c39251410a470024f8,1,3902,Sara Stewart,7,/mvaa151bfar3OnmnLfksHVEnbib.jpg
10,Freddie Senior,588cd3e19251410a3600241a,2,108294,Nicholas Day,8,/bJXBWPKEPpa7oXBHpkWGjsWhl2H.jpg
11,Fatik Nevzat,588cd3edc3a3682f1900152b,0,1184849,Sam Vincenti,9,/nuiD5xbdFJUC5GYoenexYKmntYD.jpg
12,Harry Prison Guard,588cd3fac3a3681c10001ed7,0,96522,Mark Huberman,10,/1qxKNlmkxC6gX8n79xX9llez3oo.jpg
2,Mitzi Cole,52fe48e5c3a36847f817f479,1,153818,Christine Chatelain,0,/kemnOgb05RKnMacINBcbe7GTXc.jpg
3,Mira Towers,52fe48e5c3a36847f817f47d,1,147473,Ingrid Kavelaars,1,/iMi9SA3CCmiAhdQEMHuq48M7xzh.jpg
4,Dale Dodd,52fe48e5c3a36847f817f481,2,87572,Pat Kelly,2,/yWh1w0HZOBWCULaigSewi2V8uzg.jpg
7,Christine Lee,544f005cc3a368532b0007a6,1,43278,Jane McLean,3,/sjAohOmfjIcSc1sVIuabZpYc649.jpg
5,Marlon Thomas,52fe48e5c3a36847f817f485,2,60601,Viv Leacock,4,/65ey92fHi13NBpvFLSsm7GWAXRL.jpg
8,Cynthia Skyes,544f006b0e0a26134c00070c,1,20188,Lynda Boyd,5,/11y5UggtQRBoX2eX9NNZsGinNww.jpg
9,Sarah Calder,544f00780e0a263a0a000861,1,43903,Carly Pope,6,/4KLHkJZKFtVdmMkHtCSD1Ridku4.jpg
23,Mike Bonnert,57321476925141194a001a40,2,215444,Peter Oldring,7,/vfAVg1KFnK6apakwWduqVUGfn5z.jpg
11,Dr. Omar Olson,544f009ac3a36802420008e1,2,61961,Dave Thomas,8,/qWQ330du0Uu1Q8wAq9hMoYmOJ5Q.jpg
12,Dr. Cyrill Kipp,544f00aa0e0a26134c000714,2,707,Dan Aykroyd,9,/h2PT9yZYv5ml5hL9jvCpWBTWgU.jpg
10,Dr. Denton Whiteside,544f0089c3a3680233000814,0,21290,Dave Foley,10,/3M9Yj0vScFcDbpopseBWJm6FdzF.jpg
13,Dr. Roger 'Tony' Toussant,544f00b90e0a263a07000858,2,7868,Maury Chaykin,11,/jhJgkb5P0oAW7QtULjqD2kaN0ez.jpg
14,Dr. Anton Keller,544f00ccc3a36802420008e7,2,40009,Matt Frewer,12,/5yQeoDfwsSOnO8H2g8UjPLg6buG.jpg
15,Dr. Sam Bonnert,544f00dec3a368024500081a,2,3712,Saul Rubinek,13,/1gsXmCmJIegqK0U8dwLz005UM0.jpg
16,Dr. Susan Bonnert,544f00efc3a368022a000881,0,1378565,Sue Huff,14,
6,Rodion Raskolnikov,52fe4ac5c3a36847f81e084d,2,1064,Crispin Glover,0,/thA5rOv5XE1oFpxD9DSp0tDrIIR.jpg
3,Rodion's mother,52fe4ac5c3a36847f81e0841,1,13333,Vanessa Redgrave,1,/hGxsPCZkwa30UE0XQdGTB9yT0jz.jpg
4,"Porfiry, chief investigator",52fe4ac5c3a36847f81e0845,2,5049,John Hurt,2,/tW6cOElGBdJl8nNrHwL6gvxvdkI.jpg
5,Mrs. Katerina Marmelodov,52fe4ac5c3a36847f81e0849,1,20011,Margot Kidder,3,/98HrmSMx8FhMCeoKEODs3OSGYyv.jpg
7,"Marmeladov, Sonia's alcoholic father",58a09e989251412b6a00098d,2,12642,John Neville,4,/b6s37ak6b0ikhpVk6XVG56QWVqp.jpg
8,"Dunia, Rodion's sister",58a09eaa9251412b6a000996,1,31921,Sophie Ward,5,/fZUeign4RwFWa8DG4vqlM8m7cf6.jpg
9,"Peter Luzhin, Dunia's suitor",58a09ec6c3a36865a00001e5,2,97878,Richard Lynch,6,/kjdYPy2r65rHR3rYsOy8nzPKXuF.jpg
10,"Razumikhin, Rodion's friend",58a09ed9c3a3684dd1000812,2,58541,Matt Servitto,7,/tJcp62tjtcFnHUgM35AxWjKCHmD.jpg
11,Captain Koch,58a09ee49251412b70000938,2,6609,Theodore Bikel,8,/haW3rcL6VM0EtwF7kZFSLgWfdys.jpg
12,Captain Zamyotov,58a09ef1c3a3684dd1000824,2,20128,Clive Revill,9,/5o1d59FBQ9i8xtd1aWZClDdzZ3E.jpg
13,Chou Chun Chi,52fe475ec3a36847f8131f43,0,240171,Gordon Liu Chia-Hui,0,/yTI36A27P9YdFbzrCwjpmEpDGbR.jpg
8,Hsiao Hung,52fe475ec3a36847f8131f2d,0,84205,Kara Hui,1,/4jGTpv7uyeHwrZLTaR0FQ7kG7Mt.jpg
14,Ah Chao,54c7f999c3a368700600066f,0,246385,Hsiao Ho,2,/hEIVqXfZvtsq0awa43tSMrZ6UQA.jpg
15,,54c7f99fc3a3687006000671,0,544910,Dang Wai-Ho,3,/ckZEFwKzVSioQ8XNgjTwn9jMtqa.jpg
16,Uncle Li,54c7f9aac3a3687006000673,2,1134505,Wong Ching-Ho,4,/u09nURnh4QePg69BQJqIHiuCDTW.jpg
17,Chou Shih Sheng,54c7f9b6c3a36874b7004bc7,0,1419329,Wa Lun,5,/p9kIEPoYCw2WQ4dXLVQESmTdQxY.jpg
18,Monk San Te,54c7fa30c3a36874b7004bd1,0,1193836,King Lee King-Chu,6,/ayIpqyEbY5n7QgPIqXDGqPSxn6E.jpg
19,Worker,54c7fa3cc3a36874b7004bd3,0,1134752,Yau Chui-Ling,7,
20,Ah Fen,54c7fa48c3a3680924000071,0,240154,Chan Sze-Kai,8,/klDPB4oinG4pvTZ2Eiq0xeSgMja.jpg
21,Boss Wang's thug,54c7fa53925141679c00488a,0,1140991,Sek Gong,9,/3YVFlGERDqBxQCL9Z522rPRQCPZ.jpg
22,Chuan Min,54c7fa5e92514157cc0006d3,0,1166563,Kwan Yung-Moon,10,/1S5mfrjm6fIjZMMJvc6LmHCWcTD.jpg
23,Hsiao Ting,54c7fa68c3a36870900007b1,0,1163285,Yeung Jing-Jing,11,/9Ev5HbOmzdvE9r2gaPDEvWkDsES.jpg
24,Boss Wang Kao Feng,54c7fa7392514167940047dc,2,240174,Johnny Wang Lung-Wei,12,/ktExluorH4yrX01bMWUYdkZRru1.jpg
25,Chief Ma,54c7fa7fc3a36870ba00069d,2,548610,Chiang Tao,13,/l5uG5TY4HRQ2Kzj51h0FhfHOJJG.jpg
26,Yuen Li Hou,54c7fa89925141678c0048f9,0,581131,Chang Yi-Tao,14,
27,Monk with diarrhea,54c7faa89251416787004737,0,1193837,San Sin,15,/cjF5DUjFkaUnjT0CLZluqCVaNGO.jpg
28,Boss Wang's thug,54c7fab3c3a3687006000690,0,1398251,Jackson Ng Yuk-Sue,16,
31,Worker,588b4b0dc3a3681019006c1b,0,1277939,Ailen Sit,17,/sA4EN7CitZa29FGNiZfIdmwrKv0.jpg
32,Worker,588b4b1d9251411ac602bac9,2,1583011,Gam Tin-Chue,18,/v9zMKXExLwZsLux84HwxydRHxYD.jpg
8,Daffy Duck / Duck Twacy / Wolf Man / Rubber Head / Neon Noodle / Pig,52fe4a029251416c910c02a5,2,33923,Mel Blanc,0,/uwu4kzZ0OtxVE88FtUDE5uMHIyK.jpg
5,Leon S. Kennedy,52fe4ba7c3a368484e1934e9,2,556275,Matthew Mercer,0,/fe1S317253vfMuNuIDjhp9vtNSs.jpg
2,Ada Wong,52fe4ba7c3a368484e1934dd,0,76029,Courtenay Taylor,1,/ywOQP2geMB8vQlGpQwGh1Wez3BJ.jpg
3,Ataman/ Ivan Judanovich,52fe4ba7c3a368484e1934e1,2,15030,Robin Sachs,2,/rSMeopDC1loyjUVhxK0XjFfSlAC.jpg
4,Ashley Graham,52fe4ba7c3a368484e1934e5,1,78799,Carolyn Lawrence,3,/dKxOl2EsuXrFPrBhyNud7vP8I6W.jpg
7,Buddy/ Alexander 'Sasha' Kozachenko,52fe4ba7c3a368484e1934f3,0,571300,Dave Wittenberg,4,
8,Svetlana Belikova,52fe4ba7c3a368484e1934f7,1,79051,Wendee Lee,5,/4hZsZj6YItnzaXSHdsCxSDA3s4l.jpg
9,JD,52fe4ba7c3a368484e1934fb,0,1282652,Val Tasso,6,
10,Ingrid Hunnigan,52fe4ba7c3a368484e1934ff,0,81378,Salli Saffioti,7,/kN2QHQrnviJ1slercUlfRPcrJeh.jpg
11,Secretary,52fe4ba7c3a368484e193503,2,945403,David Earnest,8,
12,Tyrant,52fe4ba7c3a368484e193507,0,81381,Michael McConnohie,9,
14,Scarecrow,555a96b5c3a368102400067b,0,939345,Patrick Seitz,11,
1,Jim Cameron,52fe48f79251416c750b921f,2,10823,Kris Kristofferson,0,/hiGkNoiAwnUgY9XZ3YhiWMvKngi.jpg
2,Anne Osborne,52fe48f79251416c750b9223,1,15197,Sarah Miles,1,/xsGOmzW67NTLPpTMrzyegq22CQl.jpg
6,Jonathan Osborne,52fe48f79251416c750b9239,2,227851,Jonathan Kahn,2,
7,Mrs. Palmer,52fe48f79251416c750b923d,0,186291,Margo Cunningham,3,
8,Chief,52fe48f79251416c750b9241,2,982402,Earl Rhodes,4,
2,Himself,52fe49e79251416c910bca43,0,1049446,Gorman Hendricks,0,
3,Himself,52fe49e79251416c910bca47,0,1049447,Frank Matthews,1,
4,Himself,52fe49e79251416c910bca4b,0,1049449,Ray Salyer,2,
2,Amélie,52fe445c9251416c9100df67,1,4529,Sylvie Testud,0,/ctKxr2mIPIXYM6tpuxZLRUSyttS.jpg
3,Fubuki,52fe445c9251416c9100df6b,0,238422,Kaori Tsuji,1,/hIZ7HCWUYJ5MPsnLXjKReL8IUZG.jpg
5,Mr Omochi,52fe445c9251416c9100df6f,0,238424,Bison Katayama,2,
6,Monsieur Saito,52fe445c9251416c9100df73,2,20327,Taro Suwa,3,/ci1v3bteihMoUP0panFapVUKNy1.jpg
7,Monsieur Tenshi,52fe445c9251416c9100df77,0,1131873,Yasunari Kondo,4,
8,Monsieur Haneda,52fe445c9251416c9100df7b,0,559960,Sokyu Fujita,5,
9,Monsieur Unaji,52fe445c9251416c9100df7f,0,1131874,Gen Shimaoka,6,
10,Amélie enfant,52fe445c9251416c9100df83,0,1131875,Heileigh Gomes,7,
8,News Reporter Ichiro Sakai,52fe430bc3a36847f80365f3,2,18615,Akira Takarada,0,/65Z2wChBXZjkcRcFgq7aeDkoyCa.jpg
9,News Photographer Junko 'Yoka' Nakanishi,52fe430bc3a36847f80365f7,0,67023,Yuriko Hoshi,1,/hepS7Io9Qbv3QyU66r0lCYuXw5B.jpg
10,Prof. Miura,52fe430bc3a36847f80365fb,2,18607,Hiroshi Koizumi,2,/y99CF01f2MVbK0vEt8AX4iDPhRT.jpg
11,Reporter Jiro Nakamura,52fe430bc3a36847f80365ff,0,144797,Yû Fujiki,3,/am1RppKjEZV8mw216UtAIRblLwe.jpg
12,Shobijin (Twin Fairy),52fe430bc3a36847f8036603,0,1014950,Emi Ito,4,
13,Shobijin (Twin Fairy),52fe430bc3a36847f8036607,0,1014951,Yûmi Ito,5,
14,Kumayama,52fe430bc3a36847f803660b,0,30475,Yoshifumi Tajima,6,/mUO9sQAJb3tNY1Cf4eLAqbGBhMR.jpg
15,Banzo Torahata - U.S.:Shiro Torahata,52fe430bc3a36847f803660f,2,18613,Kenji Sahara,7,/544eLJEuliVTsxQ27DGCSSh99bV.jpg
16,Editor Arota,52fe430bc3a36847f8036613,0,30470,Jun Tazaki,8,/66Y8bwelmyUIJ6E2tvsILDfRo1I.jpg
17,Mayor,52fe430bc3a36847f8036617,0,1059890,Kenzô Tabu,9,
18,Old Man,52fe430bc3a36847f803661b,0,134320,Yutaka Sada,10,/9kX5cUy12elPSWMBXhaUFIya1Yl.jpg
19,Village Headman,52fe430bc3a36847f803661f,0,552167,Akira Tani,11,
20,General,52fe430bc3a36847f8036623,2,30907,Susumu Fujita,12,/eVlXPPjlHAzFBKxgPKML1Uciahx.jpg
21,Priest,52fe430bc3a36847f8036627,0,97204,Ikio Sawamura,13,
22,Sailor,52fe430bc3a36847f803662b,0,931393,Ren Yamamoto,14,
31,Chief of Infant Island,558a1eba92514148260013ab,0,134272,Yoshio Kosugi,15,/pZrCexgS1ewpgjsEhXijZ2mmuSF.jpg
32,Soldier,558a1f6c92514162960005de,0,235385,Kôzô Nomura,16,
33,Police Officer,558a1ff9925141569c00057e,0,1167993,Yasuhisa Tsutsumi,17,
34,Police Officer,558a203bc3a36809b1001ae2,0,552174,Shin Ôtomo,18,
35,Villager,558a205e925141569c000589,0,552166,Senkichi Ômura,19,
36,Schoolteacher,558a20a1c3a3681dca003d19,0,1185636,Miki Yashiro,20,
37,Islander,558a20c692514162960005f8,0,235720,Wataru Ômae,21,/7fvtaP6157lROlkBTwEgdarAB1R.jpg
38,Villager,558a20dec3a36869f200119c,0,1059891,Kôji Uno,22,
39,Islander,558a212392514148260013da,0,1185642,Yutaka Nakayama,23,
40,Soldier,558a215dc3a3680dfb001add,0,1198474,Toshihiko Furuta,24,
41,Journalist,558a216bc3a3680545004c68,0,1478372,Hideo Shibuya,25,
42,Soldier,558a219cc3a3680dfb001ae5,0,235386,Tadashi Okabe,26,
43,Aide,558a21b092514148260013e9,0,119000,Seishirô Kuno,27,/uz83PPbmGjTgm0HaGDzSYqPvnea.jpg
44,Soldier,558a220d9251411472000482,0,1185640,Katsumi Tezuka,28,
45,Godzilla,558a221992514148260013f0,2,235722,Haruo Nakajima,29,/u3YrKGzK5Xtwg7b8iH4Sidqz89R.jpg
46,Weapon's Expert on US ship,558a22c79251413aa8000276,0,235380,Harold Conway,30,
1,"Ernest ""Ernie"" Smuntz",52fe444ac3a36847f808d543,2,78729,Nathan Lane,0,/2eB01W4VURqihttVdewfhfhhCwW.jpg
2,Lars Smuntz,52fe444ac3a36847f808d547,2,7400,Lee Evans,1,/oMMGnjjU9bPxtaS4swZ4dxkifwX.jpg
11,April Smuntz,52fe444ac3a36847f808d57b,1,14723,Vicki Lewis,2,/vXKKbsYikbLZ3DS1GbCWwMoqDN7.jpg
12,Alexander Falko,52fe444ac3a36847f808d57f,2,7868,Maury Chaykin,3,/jhJgkb5P0oAW7QtULjqD2kaN0ez.jpg
16,Ernie and Lars' Lawyer,55eaccaec3a3682c6b009746,2,4976,Eric Christmas,4,/dCs1h8vhRjNNfmJeHuVgcVE6ZwI.jpg
17,Quincy Thorpe,55eacce69251413e2f009aa9,2,2169,Michael Jeter,5,/oJTjyq7RGOd1m49RvDpw12bQcvT.jpg
18,Ingrid,55eacd009251413e41009b25,1,168331,Debra Christofferson,6,/8DYZ5eGlruBsRxEfRxOE1nP96Nt.jpg
19,"Hilde, the Bench Lady",55eacd25c3a3682c76009480,0,115215,Camilla Søeberg,7,
